"screen_name"	"text"	"favorite_count"	"retweet_followers_count"	"retweet_count"	"created_at"	"termo"	"url"
"claudianofg"	"@andrepetros @honey00038 Major Olímpio deixou bem claro a que veio qnd apoiou Márcio França.
 #SomosTodosBolsonaro"	0	9374	4	2020-02-25 13:08:18	"Márcio França"	"https://twitter.com/claudianofg/status/1232291227808260096"
"RosauraNanini"	"@jrbegosso @freitas6388 Eu vou de Marcio França se o Presidente não indicar ninguém!"	2	NA	0	2020-02-25 12:57:15	"Márcio França"	"https://twitter.com/RosauraNanini/status/1232288448553328640"
"freitas6388"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-25 12:51:23	"Márcio França"	"https://twitter.com/freitas6388/status/1232286973529927680"
"MortadeladAvila"	"@EraMessias @Valdevino_38 Acho que você não conhece o Marcio França pra dizer isso."	0	NA	0	2020-02-25 12:45:28	"Márcio França"	"https://twitter.com/MortadeladAvila/status/1232285481322393601"
"EraMessias"	"@MortadeladAvila @Valdevino_38 Não era pior! Márcio França era melhor e não mentiu, o povo foi enganado mesmo. Tínhamos dois esquerdistas, um honesto e um mentiroso, o povo escolheu o mentiroso."	0	NA	0	2020-02-25 12:44:14	"Márcio França"	"https://twitter.com/EraMessias/status/1232285174320287744"
"r_abraham"	"@MrcioMo16904433 @cyberjpunk @EstadoReformis1 @cirogomes avisa pros EUA, pra Suécia, pra França, pro Japão e pra Alemanha, Márcio! Eles estão fazendo errado, você que sabe o certo"	0	NA	0	2020-02-25 07:14:23	"Márcio França"	"https://twitter.com/r_abraham/status/1232202162798825472"
"Wppley"	"@andrepetros @honey00038 Major Olímpio deixou bem claro a que veio qnd apoiou Márcio França.
 #SomosTodosBolsonaro"	0	9374	4	2020-02-25 01:38:01	"Márcio França"	"https://twitter.com/Wppley/status/1232117514219466752"
"DefantiMurilo"	"@andrepetros @honey00038 Major Olímpio deixou bem claro a que veio qnd apoiou Márcio França.
 #SomosTodosBolsonaro"	0	9374	4	2020-02-25 01:34:14	"Márcio França"	"https://twitter.com/DefantiMurilo/status/1232116560166293506"
"EdgarDeSouzaeS1"	"@alesilva_38 Eu só Não irei se ele fechar, a Imigrantes, A Anchieta, a Tamoios ,
A BR 116,A Mogi Bertioga,ou a serra de Taubaté,e a Dutra.
Se ele fizer isso,aí não tem como .
Antes fosse Márcio França governodor de são Paulo,mais Vale um inimigo declarodo,que um amigo traíra.
Doria traidor."	0	NA	0	2020-02-25 00:55:35	"Márcio França"	"https://twitter.com/EdgarDeSouzaeS1/status/1232106836649746432"
"HeinzelmannF"	"@Marcio_bbsa83 @belbartok Meu sobrenome é italiano.

Meu pai ama a Itália.

A dona do apartamento do Airbnb não gostou eu ter sobrenome italiano e não saber o idioma. 

Itália não volto.

Já França, já estou juntando as moedas para passar uns 15 dias em Provence. 🥰 O lugar mais lindo da Terra."	4	NA	0	2020-02-25 00:44:58	"Márcio França"	"https://twitter.com/HeinzelmannF/status/1232104163926052865"
"AntonioDirceu4"	"Inoportuno é esse sujeito como governador de SP graças ao BOLSODORIA que ele usou na campanha e só se elegeu graças a surfar na onda BOLSONARO, caso contrário o Márcio França levava. https://t.co/KoDAsN0PVH"	0	4159	5	2020-02-25 00:24:59	"Márcio França"	"https://twitter.com/AntonioDirceu4/status/1232099134242480129"
"aSo0hnitmanl"	"@LuizRitta Márcio França é complicado,  o cara é um socialista assumido. Colocar o estado nas mãos de socialista é complicado. Povo daqui vota no psdb porque esse partido faz aquela administração 1,5 passo pra frente e 1 pra trás, o que culmina no menos pior"	0	7444	1	2020-02-25 00:17:53	"Márcio França"	"https://twitter.com/aSo0hnitmanl/status/1232097345279492097"
"aSo0hnitmanl"	"@viniciussexto Não sou eleitor de SP, mas entendo que Márcio França seria melhor opção. Já a política não me conformo com sist. proporcional. Não saber quem são os suplentes; ausência de voto distrital misto; e deputados eleitos s/representatividade."	0	154	1	2020-02-25 00:17:05	"Márcio França"	"https://twitter.com/aSo0hnitmanl/status/1232097144703717376"
"eneaslima"	"O Marcio, de Franca, se machucou? Foi convocado e não foi relacionado pra nenhum jogo."	4	NA	0	2020-02-25 00:02:47	"Márcio França"	"https://twitter.com/eneaslima/status/1232093546284490752"
"eder_war"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 22:59:18	"Márcio França"	"https://twitter.com/eder_war/status/1232077570692321282"
"kanirata"	"Inoportuno é esse sujeito como governador de SP graças ao BOLSODORIA que ele usou na campanha e só se elegeu graças a surfar na onda BOLSONARO, caso contrário o Márcio França levava. https://t.co/KoDAsN0PVH"	0	4159	5	2020-02-24 22:56:21	"Márcio França"	"https://twitter.com/kanirata/status/1232076829395234818"
"FilhoRq"	"Inoportuno é esse sujeito como governador de SP graças ao BOLSODORIA que ele usou na campanha e só se elegeu graças a surfar na onda BOLSONARO, caso contrário o Márcio França levava. https://t.co/KoDAsN0PVH"	0	4159	5	2020-02-24 22:50:06	"Márcio França"	"https://twitter.com/FilhoRq/status/1232075254769561606"
"AEAC68359401"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 22:45:02	"Márcio França"	"https://twitter.com/AEAC68359401/status/1232073981680898049"
"Eduardo34068603"	"Inoportuno é esse sujeito como governador de SP graças ao BOLSODORIA que ele usou na campanha e só se elegeu graças a surfar na onda BOLSONARO, caso contrário o Márcio França levava. https://t.co/KoDAsN0PVH"	11	NA	5	2020-02-24 22:41:01	"Márcio França"	"https://twitter.com/Eduardo34068603/status/1232072971235287040"
"SANDROVISKZ"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 22:30:30	"Márcio França"	"https://twitter.com/SANDROVISKZ/status/1232070324780519424"
"franca_yaan"	"@Esp_Interativo Flamengo e Vasco: gol do Márcio Araújo impedido."	0	NA	0	2020-02-24 22:06:02	"Márcio França"	"https://twitter.com/franca_yaan/status/1232064167449956354"
"AfegaoMeddio"	"@folha @FolhaPainel Tá certinho Datena, aliança de MDB, DEM e PSDB 🤮

👉Atenção, a eleição já começou, @lpbragancabr , @arthurmoledoval e @filipesabara são as opções da Direita. Datena/Covas e Márcio França precisam ser detidos."	0	NA	0	2020-02-24 21:59:16	"Márcio França"	"https://twitter.com/AfegaoMeddio/status/1232062464818393089"
"sherliv"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 21:51:09	"Márcio França"	"https://twitter.com/sherliv/status/1232060420162310145"
"LuisLeitethe"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 21:50:15	"Márcio França"	"https://twitter.com/LuisLeitethe/status/1232060195947323394"
"EServico"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 21:31:43	"Márcio França"	"https://twitter.com/EServico/status/1232055530459410433"
"TRMatheus"	"@andrepetros @honey00038 Major Olímpio deixou bem claro a que veio qnd apoiou Márcio França.
 #SomosTodosBolsonaro"	29	NA	4	2020-02-24 21:31:11	"Márcio França"	"https://twitter.com/TRMatheus/status/1232055396443066371"
"masterligador02"	"@andrepetros Andre, olha quem ganha os espaços: grupinho do lucifer Flávio dino e Marcio frança https://t.co/dLSBI6VTNt"	0	33	2	2020-02-24 21:07:53	"Márcio França"	"https://twitter.com/masterligador02/status/1232049530356600833"
"CliaSil45226872"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:52:36	"Márcio França"	"https://twitter.com/CliaSil45226872/status/1232045686679625731"
"rtavaresmorais"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:46:56	"Márcio França"	"https://twitter.com/rtavaresmorais/status/1232044259332837379"
"angelamarab2"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:43:47	"Márcio França"	"https://twitter.com/angelamarab2/status/1232043465795670017"
"AnaMariaRezen11"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:42:56	"Márcio França"	"https://twitter.com/AnaMariaRezen11/status/1232043251366014976"
"GaragemDigital1"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:39:41	"Márcio França"	"https://twitter.com/GaragemDigital1/status/1232042434412122112"
"EWaschburger"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:37:55	"Márcio França"	"https://twitter.com/EWaschburger/status/1232041989362851843"
"lpgerson"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:36:51	"Márcio França"	"https://twitter.com/lpgerson/status/1232041724119339009"
"portalvp"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:36:33	"Márcio França"	"https://twitter.com/portalvp/status/1232041647099215873"
"JoseHum60815385"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	0	4566	21	2020-02-24 20:35:07	"Márcio França"	"https://twitter.com/JoseHum60815385/status/1232041286326259712"
"jrbegosso"	"Cidade de São Paulo, vejam.os lixos que estão sendo cogitados a saírem candidatos a prefeitura. 

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher atual do condenado e presidiário Nove Dedos está sendo  cogitada."	46	NA	21	2020-02-24 20:30:12	"Márcio França"	"https://twitter.com/jrbegosso/status/1232040048029261824"
"JooJorgeSilvei1"	"@profpaulamarisa Oi querida prof., se na sua cidade está ruim, imagina em São Paulo.
\"Segura essa bronca\"

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher do poste do Ex presidiário Nove Dedos está sendo  cogitada."	0	71	1	2020-02-24 20:22:14	"Márcio França"	"https://twitter.com/JooJorgeSilvei1/status/1232038045316190210"
"suely31555947"	"Tem q detonar esse lixo do Dória! Pior do q o Márcio França! https://t.co/2dnxh6f7y1"	0	NA	0	2020-02-24 20:17:23	"Márcio França"	"https://twitter.com/suely31555947/status/1232036823100280837"
"LucihelenOlivei"	"@andrepetros Andre, olha quem ganha os espaços: grupinho do lucifer Flávio dino e Marcio frança https://t.co/dLSBI6VTNt"	0	33	2	2020-02-24 20:08:01	"Márcio França"	"https://twitter.com/LucihelenOlivei/status/1232034464672473088"
"pazbemsaude"	"@marcio_benigno @majorolimpio Olha a opçao :Marcio frança.
 Não dá.  Grupo dele é barra pesada do FORODESP.

Pensa SP nas mãos pcdob   solidariedade psb pt......

Obrigado sp! https://t.co/fTndv2FsxS"	0	NA	0	2020-02-22 02:40:15	"Márcio França"	"https://twitter.com/pazbemsaude/status/1231046012401332224"
"pazbemsaude"	"@andrepetros Andre, olha quem ganha os espaços: grupinho do lucifer Flávio dino e Marcio frança https://t.co/dLSBI6VTNt"	2	NA	2	2020-02-24 19:57:27	"Márcio França"	"https://twitter.com/pazbemsaude/status/1232031805064257536"
"alpoanderson"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 18:10:59	"Márcio França"	"https://twitter.com/alpoanderson/status/1232005012978589696"
"LUISBARBAN"	"@Estadao @EstadaoPolitica BOLSODORIA não engana mais ninguém... e critica aqueles muitos q votaram nele em SP para evitar o esquerdista Marcio França... memória curta ou mau caratismo? Óbvio q o segundo predicado!"	0	234	1	2020-02-24 17:20:09	"Márcio França"	"https://twitter.com/LUISBARBAN/status/1231992219198001152"
"jvmspinto"	"@Estadao @EstadaoPolitica BOLSODORIA não engana mais ninguém... e critica aqueles muitos q votaram nele em SP para evitar o esquerdista Marcio França... memória curta ou mau caratismo? Óbvio q o segundo predicado!"	4	NA	1	2020-02-24 16:49:04	"Márcio França"	"https://twitter.com/jvmspinto/status/1231984397047472128"
"viniciussexto"	"@LuizRitta Márcio França é complicado,  o cara é um socialista assumido. Colocar o estado nas mãos de socialista é complicado. Povo daqui vota no psdb porque esse partido faz aquela administração 1,5 passo pra frente e 1 pra trás, o que culmina no menos pior"	16	NA	1	2020-02-24 16:44:49	"Márcio França"	"https://twitter.com/viniciussexto/status/1231983327781048320"
"LuizRitta"	"@viniciussexto Não sou eleitor de SP, mas entendo que Márcio França seria melhor opção. Já a política não me conformo com sist. proporcional. Não saber quem são os suplentes; ausência de voto distrital misto; e deputados eleitos s/representatividade."	6	NA	1	2020-02-24 14:56:36	"Márcio França"	"https://twitter.com/LuizRitta/status/1231956095255687168"
"GuilReturns"	"Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭 https://t.co/F7d8F6JJMU"	0	148631	1817	2020-02-24 13:35:48	"Márcio França"	"https://twitter.com/GuilReturns/status/1231935760061935616"
"MSKAME"	"@Rconstantino O Dória precisou do BOLSODORIA para derrotar o socialista Márcio França no segundo turno! Como? Witzel, sem comentários! Perderia até para Cabo Daciolo."	0	NA	0	2020-02-24 13:06:01	"Márcio França"	"https://twitter.com/MSKAME/status/1231928265603977217"
"WMureb"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 11:27:49	"Márcio França"	"https://twitter.com/WMureb/status/1231903555407224832"
"alexberloffe"	"@MarcosQuezado1 Por que o governador está, de caso pensado, se afastando de seu próprio eleitorado ao criticar aqueles que o elegeram (eu nessa, desculpem a burrada) por se manifestarem a favor do PR, quando ele mesmo, para vencer Márcio França, usou o termo “BolsoDória” ?  Quem ganha com isso ?"	0	NA	0	2020-02-24 11:23:12	"Márcio França"	"https://twitter.com/alexberloffe/status/1231902393325015041"
"blogdojota"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 08:41:29	"Márcio França"	"https://twitter.com/blogdojota/status/1231861696404316160"
"Fatima78722411"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 07:39:09	"Márcio França"	"https://twitter.com/Fatima78722411/status/1231846007824093184"
"mariofortes"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 07:10:31	"Márcio França"	"https://twitter.com/mariofortes/status/1231838801254846465"
"elisabeterando"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:53:43	"Márcio França"	"https://twitter.com/elisabeterando/status/1231834574969331712"
"lssposito"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:52:41	"Márcio França"	"https://twitter.com/lssposito/status/1231834315270557696"
"Ronaldo31066753"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:51:43	"Márcio França"	"https://twitter.com/Ronaldo31066753/status/1231834072311304192"
"DALISSIME401"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:49:24	"Márcio França"	"https://twitter.com/DALISSIME401/status/1231833487109480448"
"tenorio_ulisses"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:47:54	"Márcio França"	"https://twitter.com/tenorio_ulisses/status/1231833111429816320"
"tricolordecor18"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:47:34	"Márcio França"	"https://twitter.com/tricolordecor18/status/1231833024322560001"
"RonPitte"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:47:23	"Márcio França"	"https://twitter.com/RonPitte/status/1231832981968285696"
"rubensvaz"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:45:08	"Márcio França"	"https://twitter.com/rubensvaz/status/1231832414995066887"
"deiag1973"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:44:09	"Márcio França"	"https://twitter.com/deiag1973/status/1231832168223080448"
"marcusPITTERnew"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:43:37	"Márcio França"	"https://twitter.com/marcusPITTERnew/status/1231832032868798466"
"DedessoA"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	0	1116	16	2020-02-24 06:42:08	"Márcio França"	"https://twitter.com/DedessoA/status/1231831659965829121"
"Rifaina"	"@marcusPITTERnew O Márcio França colocou o traíra do @jdoriajr no seu devido lugar. É um tremendo oportunista, mas ele vai quebrar a cara. https://t.co/E9YK373nav"	26	NA	16	2020-02-24 06:23:41	"Márcio França"	"https://twitter.com/Rifaina/status/1231827016707604480"
"ClaudioLuz_"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-24 03:20:59	"Márcio França"	"https://twitter.com/ClaudioLuz_/status/1231781038176788480"
"LelaNascimento6"	"@profpaulamarisa Oi querida prof., se na sua cidade está ruim, imagina em São Paulo.
\"Segura essa bronca\"

Tabata Amaral,
Pepa
Mamãe Falei
Boulos
Bruno Covas, 
Márcio França
Datena
Chalita
Mercadante
E até a mulher do poste do Ex presidiário Nove Dedos está sendo  cogitada."	2	NA	1	2020-02-24 01:20:47	"Márcio França"	"https://twitter.com/LelaNascimento6/status/1231750786830491653"
"barretoneto23"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-24 00:06:27	"Márcio França"	"https://twitter.com/barretoneto23/status/1231732083191664641"
"andrerfranco17"	"@Metropoles @jdoriajr @jairbolsonaro Engraçado que na eleição ele fazia de tudo para ficar do lado de Bolsonaro, mesmo não sendo recebido pelo então candidato a presidência ele não dizistia, Márcio França bagunçava com ele nos debates!"	1	NA	0	2020-02-23 23:48:27	"Márcio França"	"https://twitter.com/andrerfranco17/status/1231727550734487553"
"BiaVerdade"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:48:21	"Márcio França"	"https://twitter.com/BiaVerdade/status/1231727527279910912"
"HenryLo15985517"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:46:21	"Márcio França"	"https://twitter.com/HenryLo15985517/status/1231727021962690560"
"leorodr10108615"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:41:48	"Márcio França"	"https://twitter.com/leorodr10108615/status/1231725878356344833"
"Heloloca2"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:35:49	"Márcio França"	"https://twitter.com/Heloloca2/status/1231724371443499008"
"CrisOliv38"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:33:03	"Márcio França"	"https://twitter.com/CrisOliv38/status/1231723674883051520"
"RemmRenato"	"Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭 https://t.co/F7d8F6JJMU"	0	148631	1817	2020-02-23 23:32:57	"Márcio França"	"https://twitter.com/RemmRenato/status/1231723653185843200"
"anjodamorte6666"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:25:41	"Márcio França"	"https://twitter.com/anjodamorte6666/status/1231721823747874817"
"Erichp666"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:23:59	"Márcio França"	"https://twitter.com/Erichp666/status/1231721396386050049"
"daisyccabral"	"O Márcio França, Ex-Governador de São Paulo alertou, mas ninguém acreditou! https://t.co/tudBn4VjTx"	0	24843	1906	2020-02-23 23:23:16	"Márcio França"	"https://twitter.com/daisyccabral/status/1231721216425238528"
"Macedo50472234"	"@JaildonLima Às vezes, um partido lança um nome para se fortalecer em uma eventual candidatura no mesmo campo eleitoral, mas tendo um outro nome na cabeça de chapa. 
Marcio França, que deve ser um nome forte, terá que polarizar e, talvez , uma aliança com o PT seja o caminho. 
O que acha?"	2	NA	0	2020-02-23 19:14:50	"Márcio França"	"https://twitter.com/Macedo50472234/status/1231658693797859328"
"alinedearruda"	"Marcio França disse a verdade é o Dória ficou com cara de ninguém! https://t.co/KVkxwbKP2g"	0	NA	0	2020-02-23 16:35:19	"Márcio França"	"https://twitter.com/alinedearruda/status/1231618552198770691"
"Basilides2"	"Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭 https://t.co/F7d8F6JJMU"	0	148631	1817	2020-02-23 15:09:29	"Márcio França"	"https://twitter.com/Basilides2/status/1231596950014787586"
"JuniorJRSPFC"	"@na_liberta @jdoriajr Ah né
Fala serio
Marcio França queria a penca de petista grudada no governo
Dória pode soar falso pra você
Mas está cumprindo as promessas de campanha"	0	NA	0	2020-02-23 05:02:02	"Márcio França"	"https://twitter.com/JuniorJRSPFC/status/1231444081269772288"
"na_liberta"	"@jdoriajr Márcio França tinha Razão, “tudo em vc soa falso “ ."	26	NA	0	2020-02-23 04:37:05	"Márcio França"	"https://twitter.com/na_liberta/status/1231437802145009664"
"BB45yt"	"@BertoRei @jairbolsonaro @MTurismo Isso aí.  Eu só votei no Doria por que o outro era o Márcio França petista de corpo e alma."	1	NA	0	2020-02-21 21:52:43	"Márcio França"	"https://twitter.com/BB45yt/status/1230973650947497984"
"BB45yt"	"@DiogoAntunes002 @goulart_lenita Nao tivemos saída.  Era Doria ou Márcio França. Duas bombas, pegamos a melhorzinha ..."	0	NA	0	2020-02-23 03:48:00	"Márcio França"	"https://twitter.com/BB45yt/status/1231425447889702912"
"INTERSOM"	"@Estadao @EstadaoPolitica Esta é a avaliação política mais idiota que eu li ultimamente. As urnas vão desmentir vocês ainda este ano. Covas não se elege nem a vereador; Datena   é sempre aquele velho indeciso, e não tem peso político; Dória perderia para o Márcio França se não tivesse colado no Bolsonaro."	0	NA	0	2020-02-23 01:26:55	"Márcio França"	"https://twitter.com/INTERSOM/status/1231389943064342533"
"CassioPatria"	"@marciofrancasp O povo tinha uma ótima opção para governador ,senhor Márcio França saberia conduzir nossa terra bandeirante ,mas preferiu um amante do próprio bolso !"	1	NA	0	2020-02-22 17:17:35	"Márcio França"	"https://twitter.com/CassioPatria/status/1231266801012690958"
